experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded,final
4-9 yrs,,Digital Analytics,Analytics,"Google Analytics, Digital Analytics, User Experience, Web Technologies...",Noida,4564,16.07
5-10 yrs,"Overall development experience (SDLC/SRLC) of   5 -11 years;B.Tech from a top engineering college, ...",Big Data Senior Developer,,"Hadoop, Spark, Java, Eclipse, Python, R, Big Data, Project Review, SAS...",Chennai,911,19.554999999999993
2-7 yrs,Experience with large scale data science and data analysis products is preferable;Experience in making ...,Product Manager ( Data Scientist Team) - From Product Company - Mumbai,,"Data Science, Product Life Cycle, Data Management, User Experience, Project...",Mumbai(Tardeo),3223,12.290000000000001
1-5 yrs,Good knowledge of excel & ppt; Requirement:; Good Communication ...,Data Research Analyst - Night Shift,,"sales development, financial services, business modeling, night shift...",Noida(Sector-2 Noida),964,11.23
6-10 yrs,5+ years of business experience in call center or like environment;Must have experience managing a ...,Sales Manager Telesales @icici Lombard GIC,,"sales management, telesales, call center, analytical skills...",Navi Mumbai,2005,18.81499999999999
7-12 yrs,Interact with clients and internal stakeholders to capture business requirement govern manage analytics ...,Lead Data Scientist,analytics,"Python, Report Studio, SAS, Predictive Modeling, Statistical Modeling...",Bengaluru,723,26.075
2-5 yrs,a Should have minimum 4 plus years of UFT experience;b Should be an Immediate Joiners 15 to 20 days max ...,HPE Unified Functional Testing,,"SQL, Functional testing, DOM, Test scripts, automation framework...",Mumbai,190,8.395000000000003
4-7 yrs,,Senior Software Engineer- Computer Vision & Image Processing,,"Computer Vision, Image Processing, Software Solutions, Software Engineering...",Noida,2435,12.885
4-9 yrs,,Senior Software Engineer,,"C, Generators, Maintenance, Electrical Engineering, Computer Science...",Hyderabad,2713,15.595000000000002
1-4 yrs,"1+ years of experience performing full stack programming tasks;Experience in tracking down issues, ...",Full Stack Developer Node Js - Outsource.com,,"javascript, ajax, mysql, jquery, payment gateways, problem solving...",Chennai,3135,12.14
1-6 yrs,"Demonstrable previous experience (project, studies or certifications) in one or more following areas: ...",Data Analytics - R/ R-studio/ Python Programmer for Noida,Analytics,"Data Analytics, R, Statistical Modelling, Predictive modelling, Python...",Noida,116,10.129999999999997
1-6 yrs,The group currently seeks a person who has the knowledge and skill in financial securities to carry out ...,Portfolio Analytics - Valuation/ Pricing,Analytics,"Hedge Funds, Finance, Fund Administration, Derivatives, Risk Management...",Mumbai,2831,12.965
3-6 yrs,,Sr. Executive / SME - Email Marketing,Analytics,"Marketing Campaigns, Marketing Planning, CRM, Google Analytics...",Delhi NCR,691,7.1150000000000055
3-7 yrs,"Good understanding of key business processes (Procure to Pay, Order to Cash, Record to Report)  Ability ...",Job Opening - Sr.consultant CCM SAP GRC Process Control - Gurgaon,Analytics,"Finance, SAP GRC, Procurement, Record To Report, Data Analytics...",Gurgaon,7,8.895000000000001
5-8 yrs,Hands on working experience on Unix/Linux environment with debugging skills;Proficient on Test Strategy ...,Senior Storage Test Engineer,,"Test Engineering, Test Analysis, C, Linux, NAS, Storage Testing...",Bengaluru,4385,10.944999999999999
4-5 yrs, Having a quality experience in preparation of Financial Reporting; Must be ...,Manager Financial Reporting - Insurance (4-5 Years),,"financial reporting, ifrs, consolidation, financial statements, ind, ca...",Gurgaon,1054,9.21
10-18 yrs,For Project Leader - 8+ years of IT experience with at least 3 years as a Technical Lead;For Project ...,Asp.net - Project Manager and Project Leader ( Bangalore),,"SQL Server, MVC, ASP.Net, SSRS, C#, SSIS, Sharepoint, JSON, Web Services...",Bengaluru(Whitefield),22,16.225
4-7 yrs,- Should have hands-on experience in delivering projects across multiple industries and analytics areas ...,Lead - Data Scientist/project Manager - Quantzig,analytics,"Presales, Business Development, Project Management, Sales, Solution Design,...",Bengaluru,2146,15.055000000000001
2-6 yrs,"Experience in large systems software design and development experience, with extensive knowledge of Unix/ ...",Java Developer,,"java, hibernate, spring mvc, jaxb, maven, jdbc, junit, gradle, jboss...",Bengaluru(Whitefield),4909,10.235
0-2 yrs,,Medical Billing Specialist,,"medical billing, medical coding, claims processing, charge entry...","Vadodara, Anand",1817,9.465
3-7 yrs,,GIS Technician,,GIS Technician,Saudi Arabia,665,8.095
8-13 yrs,"Experience with ETL tools and their usage, with a variety of source system platforms;Having rich ...",Business Analyst ( P&C Domain ),,"Use Cases, User Stories, QlikView, Requirement Gathering, Business Analysis...",Hyderabad,4272,22.634999999999994
6-10 yrs,- Desired 2-4 years of relevant experience in Healthcare/ Lifesciences/ Pharmaceutical domain;- Must ...,Manager/ Senior Manager - Advance Analytics - Lifesciences/pharma,Analytics,"SAS SQL, Chaid, Logistic Regression, Anova, Excel, R, Time Series...",Delhi NCR,1988,17.104999999999997
6-10 yrs,"Typically requires a minimum of 5-7 years experience analyzing data and/or teaching, including at least ...",Sr. SAS Data Analytics Consultant,Analytics,"sas stat, text mining, base sas, data analysis, statistics, analytics...","Mumbai, Delhi, Jaipur",3037,16.160000000000004
0-0 yrs,Qualification : M Sc (Analytical )/B Pharm/ M Pharm (Analysis) candidates only;Only freshers ( 2017/2018 ...,Walkin Drive for Quality Control Freshers Positions,,"B Pharmacy Fresher, Bsc, MSC, M Pharmacy Fresher, M Pharm Fresher, M Pharm,...",Hyderabad,2632,10.08
2-5 yrs,"- Experience working with popular social media advertising platforms found in Facebook, Twitter, and ...",Consultant Ii/senior Consultant - Social Media Analytics,Analytics,"website analysis, google analytics, link building, social media marketing...",Bengaluru,1969,12.629999999999999
4-7 yrs,"- An experienced and motivated expert in data analytics with hand on experience to perform on-demand, ...",Manager - Analytics - R/ SQL,Analytics,"Data Analytics, SQL Database, Data Extraction, Root Cause Analysis, Problem...",Mumbai,4426,9.245000000000001
4-8 yrs,Degree in Engineering with 5+ years of relevant consulting experience in SAP GTS and MM;SCM domain ...,SAP GTS with MM Functional Analyst,,"SAP ABAP, Inventory Management, Mm Module, Power Management...",Bengaluru,4418,12.28
2-5 yrs,"- Strong analytical skills required, including a thorough understanding of how to interpret customer ...",Business Analyst - ERP/ WMS,,"business analysis, user acceptance testing, project management...",Gujarat,1635,11.275
3-5 yrs,3-5 years or more related work experience;Masters degree in Engineering/ Economics /Mathematics/ ...,Advisory Services Senior - Risk -fsrm,Analytics,"Lgd, SQL, FRM, Client Presentations, Analytics, Ead, R, STATA...",Trivandrum,1305,9.075
9-13 yrs,,Manager/ Sr. Manager-seo,,"SEO Analysis, Website Analysis, Keyword Research...",Noida(Sector-135 Noida),688,16.939999999999994
0-5 yrs,,BPO - Hiring For India's. No1 Search Engine - Location Gurgaon,,"ba, b.com, bba, bsc, bca, bhm, ma, fresher, business analyst, bjmc, content...",Gurgaon,832,8.435000000000002
3-6 yrs,3-6 years of relevant industry experience in Java & python product development;Should be a self ...,Sr Associate Software Applications Engineer,,"Interpersonal skills, Linux, Python, Analytical, J2Ee, Application software...",Bengaluru,1448,12.23
0-2 yrs,,"Customer Support Associate, CSA, Urgent Hiring for Mohali BPO",,"customer support associate, csa, senior customer support associate, mohali,...","Chandigarh, Mohali, Panchkula",1360,5.770000000000001
15-20 yrs,"Strong expertise, knowledge and practical skills in the following specialisations preferred: ...",Senior Lecture/lecture/assistant/associate Professor - IT Security,,"professor activities, lecturer activities, digital forensics...",Singapore,3245,30.65
4-9 yrs,Responsibilities: -Understand client needs -Help in identification of tasks and provide ...,Android Developer,,"core data, xcode, objective c, ios, swift, sql development...","Mumbai, Mumbai Suburbs, Navi Mumbai",912,15.610000000000003
2-5 yrs,Should have studied in US or Canada or involved in an organization promoting studying in US;The email ...,Business Development Associate,,"finance, business development, startup, financial services, private equity,...",Bengaluru,3699,7.200000000000005
9-14 yrs,- Should have minimum 8+ years experience in Java J2ee technology;or a Masters Quantitative Degree with ...,Engineering Manager - Java/j2ee/python,,"Struts, Hibernate, Core Java, J2Ee, Solr, Machine Learning, Neural Networks...",Gurgaon,16,25.549999999999997
7-12 yrs,Financial Reports: Preparation of monthly Financial Report & other various analysis reports for ...,Premium Hire : Manager - Business Finance & Accounts - Medi Assist,,"Business Finance, Accounting, Budgeting, Auditing, Financial Planning...",Bengaluru(Dairy Circle),2749,25.4
3-6 yrs,"3+ years of experience in Reporting in Tableau, PowerBI, Business Data Analysis and Business ...",Power BI Consultant,,"SQL, Power Bi, Big Data, Data Warehousing, Business Intelligence, Tableau...",Gurgaon,1168,8.624999999999998
5-8 yrs,BE/ B.Tech Electrical or Electronics or Computer Science with 8+ year experience in DSP Programming ...,Firmware Digital Signal Processing/ DSP Ahmedabad,,"C / C++, Assembly Language, XML, IP Network, DSP Coding, Firmware...",Ahmedabad,627,9.180000000000001
6-8 yrs,Undergraduate degree/University degree and 6  8 years relevant experience including 2+ years of ...,Channel Engagement Manager,,"Project Management, Sales, PMP, Engagement Management, Business Finance...",Gurgaon,1174,12.39
2-5 yrs,,Business Operations - Specialist,Analytics,"Project management, Analytics, Consulting, SAP, Forecasting...",Bengaluru,190,7.675000000000003
4-7 yrs,1.	At least 5 years of working experience in analytics;4.	Experience in statistical techniques such as ...,Analytics Consultant,Analytics,"Business Analytics, R programming, SQL, Python, Data Visualization...",Bengaluru(Whitefield),4490,10.624999999999996
4-7 yrs,Should have high clarity over various financial concepts and terminologies pertaining to capital markets ...,Assistant Vice President- Wealth Management,,"Investment Planning, Financial Planning, Relationship Management...",Mumbai,1169,12.365
5-10 yrs,"Experience developing end to end reporting solutions including requirements gathering, analysis, data ...",PMO SQL Developer Analyst,,"SQL Server, SSIS, SSRS, ETL, Reporting Tools, SQL Development...",Pune,2756,15.545000000000002
11-15 yrs,"You will not only be immersed in the technology quickly, but you will also be part of the next ...",JAVA Developer / Sr. JAVA Developer / Lead JAVA Developer,,"java, java / j2ee, j2ee, ejb, spring, hibernate, jdbc, sql...",Pune,4301,27.614999999999995
6-8 yrs,Experience in working and managing cross-functional teams will be a plus;At least 6+ years of experience ...,SEO Manager,Analytics,"SEO, Link Building, Keyword Research, Google Analytics, Digital Marketing...",Bengaluru,5000,10.7
2-7 yrs,- Experience of working with marketing automation tools will be an added advantage;- At least 2 years of ...,Manager - Business Development - Internet/online,,"business development management, marketing automation, events, strategy...","Bengaluru, Karnataka",3319,10.74
5-10 yrs,,Recruitment Manager,,"sourcing, recruitment, placement, call, calling, serarching, job portal...",Vadodara,3355,21.269999999999996
7-12 yrs,"5.Static Timing Analysis in Primetime or Primetime-SI 6.DRC, LVS DFM, Antenna, Density Fill Routines and ...",Senior Engineer,,"Primetime, Physical Design, Timing Analysis, Floor Planning...",Noida,434,24.099999999999998
0-3 yrs,,Internet Analyst / Transcription Analyst,,"data analyst, analyst, research executive, content analyst, data mining...",Vadodara,3602,5.835000000000004
7-12 yrs,- Experience in managing fraud analytics with knowledge across customer lifecycle is must;- Candidate ...,Associate Vice President - Fraud Analytics - SAS - Bank,Analytics,"Fraud Analytics, People Management Skills, Team Leading, Problem Solving...",Delhi NCR,1988,20.539999999999992
5-10 yrs,"Close collaboration with client team and internal teams (marketing analytics, account management, ...",Senior Data Planner - Marketing Analytics,Analytics,"Data Planner, Marketing Analytics, Analytics, digital marketing...",Mumbai,5019,16.495
2-7 yrs,Hands on experience in handling microservices based architecture at scale;To enable the development team ...,Devops Engineer,,"Ansible, Bash, Puppet, Redis, MySQL, Linux, AWS, Ruby, Apache Tomcat...",Gurgaon,3619,8.340000000000003
